﻿﻿restaurant_id,wine_name,producer,vintage,price,bottle_size,section,acidity,tannin,body,texture,pairing_tags,insider_note,data_source
essential by christophe,Unknown,Château Margaux,1959,3500,750ml,General,7,8,9,Opulent,"Beef, Truffles","Mythic 1959 First Growth, sublime.",NUCLEAR_MATCH_V8
essential by christophe,Unknown,Petrus,1997,3500,750ml,General,7,8,8,"silky, mature, opulent","veal, morel mushrooms, game bird, foie gras","Mature Petrus in a charming year: plush Merlot, tertiary nuance, seamless.",NUCLEAR_MATCH_V8
gabriel kreuther,Cros Parantoux,Méo-Camuzet,2019,3500,750ml,General,7,8,8,"powerful, layered, muscular","lamb, venison, wagyu, truffle dishes","Iconic Cros Parantoux: compact, mineral, built for long cellaring.",NUCLEAR_MATCH_V8
Huso,P2 Rosé,Dom Pérignon,1995,3500,750ml,Champagne & Sparkling,8,2,8,Creamy,"Lobster, Caviar","Extended lees, intense complexity unfolds.",NUCLEAR_MATCH_V8
joo ok,Grands Echezeaux,Domaine de la Romanee-Conti,2020,3500,750ml,Red Wine,7,7,7,"firm, velvety","lamb, duck, squab, cellar_selection, tasting_menu","2020 Grands Echezeaux: deep core, structured, more reserved versus Echezeaux.",NUCLEAR_MATCH_V8
joo ok,Chateau Cheval Blanc,Chateau Cheval Blanc,2010,3500,750ml,Red Wine,8,8,8,Elegant,"Duck, Cheese","2010 Cheval: balanced finesse, aromatic.",NUCLEAR_MATCH_V8
53,Brut Blanc de Blancs Grand Cru,Salon,2015,3462,750ml,Champagne & Sparkling Wines,8,1,7,Chalky,"Lobster, Truffles","Solar vintage; ripe, textured Le Mesnil Blanc de Blancs.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Pauillac,Château Lafite Rothschild,1996,3450,750ml,Bordeaux,9,9,8,Classic graphite,"Lamb, Cassoulet","1996 classic: firm structure, long ager.",NUCLEAR_MATCH_V8
frevo,Meursault 1er Cru Les Genevrières,Maison Leroy,2018,3450,750ml,White Wines,7,1,8,Mineral,"Sole, Spicy Asian","Genevrières Premier Cru, Leroy finesse.",NUCLEAR_MATCH_V8
gabriel kreuther,Les Beaumonts,Remoissenet,1966,3450,750ml,General,6,6,6,"delicate, resolved, tertiary","pheasant, roast chicken, mushroom, soft cheese","Rare, fragile old Vosne; all mushroom, sous-bois and autumn leaves.",NUCLEAR_MATCH_V8
joo ok,Premier Grand Cru Classe,Chateau Lafite Rothschild,2009,3450,750ml,Red Wine,8,9,9,Cassis,"Steak, Venison","2009 Lafite: opulent, perfumed depth.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Le Cailleret"" Puligny-Montrachet 1er Cru",Roulot,2016,3325,750ml,General,8,1,7,"Tense, crystalline, chalk-inflected","Oysters, Fine Fish, Tartare, Caviar",2016 gives classical spine to Cailleret’s refined intensity.,NUCLEAR_MATCH_V8
Huso,P2 Rosé,Dom Pérignon,2000,3300,750ml,Champagne & Sparkling,8,2,8,Toasty,"Roast Chicken, Dessert","P2 maturity, rich brioche and fruit.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Richebourg Grand Cru,Domaine Méo-Camuzet,2022,3250,750ml,Red Burgundy,8,8,8,"silky, dense, solar fruit","venison, wagyu, black_truffle, foie_gras","Powerful, lavish 2022 Richebourg with precise freshness and grand cru grip.",NUCLEAR_MATCH_V8
53,Bonnes Mares Grand Cru,Domaine Georges Roumier,2020,3214,750ml,Red Wines,8,8,8,Balanced,"Venison, Cheese","Solid Bonnes Mares, harmonious structure.",NUCLEAR_MATCH_V8
53,Brut Blanc de Blancs Grand Cru,Salon,2013,3212,750ml,Champagne & Sparkling Wines,8,1,6,Electric,"Oysters, Caviar","Cool, classic; precise, ageworthy Salon purity.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Romanée-St-Vivant Grand Cru,Domaine de la Romanée-Conti,2022,3200,750ml,Red Burgundy,8,7,8,"glossy, sensual, layered","duck_breast, veal_sweetbreads, truffle_risotto, brillat_savarin",2022 RSV; solar fruit with beautiful freshness and seamless tannin.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,Pauillac,Château Lafite Rothschild,1990,3200,750ml,Bordeaux,9,9,9,Exuberant mineral,"Game, Truffles","1990 Lafite peak: tobacco, blackcurrant bliss.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Hermitage,Jean-Louis Chave,1990,3200,750ml,South of France,8,9,9,Iron,,"Legendary vintage, eternal Hermitage.",NUCLEAR_MATCH_V8
cote,Mt. Veeder,Mayacamas,2002,3180,5L,U.S.A. RED WINE,7,8,8,Integrated,"Beef Bourguignon, Cheese","Classic Mayacamas, balanced maturity.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Margaux,Château Margaux,1983,3175,750ml,Bordeaux,7,7,7,"silky, resolved, earthy, tertiary","roast lamb, squab, mushroom, truffle, hard cheeses","Mature first growth Margaux; florals, tobacco and resolved tannins dominate.",NUCLEAR_MATCH_V8
53,Échézeaux Grand Cru,Domaine de la Romanée-Conti,2022,3167,750ml,Red Wines,7,6,8,"silky, ripe, spherical, generous","duck, squab, pork loin, umami, hard cheese","Solar, seductive Échézeaux; plush fruit wrapped in fine, glossy tannins.",NUCLEAR_MATCH_V8
babbo,Unknown,Giacomo Conterno,1943,3150,750ml,General,6,7,7,"delicate, oxidative, savory","contemplation, hard_cheese",Ancient Barolo; more about history than primary fruit now.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,Pomerol,Château Lafleur,2000,3125,750ml,Bordeaux,7,9,9,Ethereal,"Rack of Lamb, Truffled Pasta",Lafleur 2000 magic unfolding.,NUCLEAR_MATCH_V8
53,Échézeaux Grand Cru,Domaine de la Romanée-Conti,2021,3125,750ml,Red Wines,9,7,7,Electric,"Salmon, Quail","Cool DRC Échézeaux, pure and lean.",NUCLEAR_MATCH_V8
53,Puligny-Montrachet 1er Cru 'Les Pucelles',Domaine Leflaive,2022,3035,750ml,Chardonnay | Burgundy,8,1,8,ripe peach,"lobster, foie gras","Solar ripeness with finesse, Leflaive precision.",NUCLEAR_MATCH_V8
atomix,Unknown,Château d’Yquem,1958,3000,750ml,General,7,1,9,Complex patina,"Dessert, Nuts",Legendary 1958 Sauternes.,NUCLEAR_MATCH_V8
babbo,Unknown,Giacomo Conterno,1964,3000,750ml,General,8,7,7,"ethereal, resolved, savory","white-truffle, roast-game-bird, aged-parmigiano","Rare 1964 Conterno; tea, dried rose, iron and umami complexity.",NUCLEAR_MATCH_V8
cote,Pie Franco,Cappellano,2001,3000,750ml,Italian Red Wine,8,7,7,"resolved, haunting, sensual","roast_veal, aged_parmigiano, meditative","Mature Pie Franco: rare ungrafted Barolo, all perfume and tertiary nuance.",NUCLEAR_MATCH_V8
essential by christophe,Unknown,Comte Georges de Vogüé,1990,3000,750ml,General,7,8,8,"silky, resolved, earthy","gamebird, duck, truffle, mushroom","Mature, seductive Bonnes-Mares; fine tannins and sous-bois complexity.",NUCLEAR_MATCH_V8
cote,"Case Nere, 10 Anni, Riserva",Roberto Voerzio,2010,2999,3L,Italian Red Wine,7,9,9,"Opulent, extracted","prime rib, cacao dessert",2010 Voerzio Riserva: intense Case Nere.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,Châteauneuf-du-Pape,Château Rayas,2009,2985,750ml,South of France,7,8,9,Silky,"roast fowl, terrine","Mature Rayas, ethereal complexity.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Pessac-Léognan,Château Haut-Brion,2009,2975,750ml,Bordeaux,7,8,9,"sumptuous, smoky, enveloping","wagyu, lamb, venison, smoked dishes","Solar, exotic Haut-Brion; smoky Pessac character with hedonistic weight.",NUCLEAR_MATCH_V8
gramercy tavern,Unknown,Bartolo Mascarello,1961,2950,750ml,General,7,9,9,Velvety,"aged_beef, wild_game","Legendary 1961 Mascarello, mature tar-rose.",NUCLEAR_MATCH_V8
gabriel kreuther,Unknown,Mouton-Rothschild,1985,2900,750ml,General,7,7,8,"silky, mature, tobacco‑tinged","roast_poultry, veal, mild_cheeses","Fully mature first growth; tertiary, silky and classic, serve with finesse.",NUCLEAR_MATCH_V8
jungsik,“Clos du Mesnil” Blanc de Blancs Brut,Krug,2006,2900,750ml,General,8,1,8,"ripe, creamy chalk, expansive","lobster_bisque, roast_turbot, morel_chicken","More generous, solar Mesnil; breadth over razor tension.",NUCLEAR_MATCH_V8
53,Brut 'Cristal',Louis Roederer,2008,2895,Large Format,Large Formats,8,1,8,"satiny, dense yet precise","caviar, king_crab, bluefin_tuna, turbot, cellar_selection","Iconic 2008; crystalline tension, grand cru depth, still coiled.",NUCLEAR_MATCH_V8
53,Romanée-Saint-Vivant Grand Cru,Domaine de L'Arlot,2021,2875,750ml,Red Wines,9,7,7,Elegant,"Poultry, Mushrooms","Arlot RSV, cool lean precision.",NUCLEAR_MATCH_V8
Huso,‘Bonnes-Mares’,Denis Mortet,2022,2850,750ml,Red Wine,7,8,8,"densely woven, muscular, glossy","dry_aged_beef, venison, tasting_menu_main, black_truffle",Power-house Bonnes-Mares: 2022 richness framed by Mortet’s polished extraction.,NUCLEAR_MATCH_V8
gabriel kreuther,"Riesling ""Scharzhofberger Spätlese"" Mosel",Egon Muller,2020,2800,750ml,General,9,1,5,"Featherweight, filigreed, crystalline sweetness","Spicy Asian, Foie Gras, Blue Cheese, Fruit Desserts","Scharzhofberger Spätlese: airy, slatey, endlessly long finish.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Vecina"" Napa Valley",Bond,2014,2800,750ml,General,8,9,9,Concentrated,"Steak, Bold Flavors",2014 Napa: Wet vintage power.,NUCLEAR_MATCH_V8
Huso,Napa Valley,Promontory,2020,2800,750ml,Red Wine,7,9,9,"brooding, mineral, architectural","tomahawk steak, venison, truffle","Promontory shows graphite, iron, dark fruit; monumental but not heavy.",NUCLEAR_MATCH_V8
jungsik,“Le Mesnil” Blanc de Blancs Brut,Salon,1999,2800,750ml,General,8,1,8,"creamy, nutty, expansive_chalk","caviar, lobster_butter, truffled_scrambled_eggs","Mature Salon, gaining hazelnut and brioche over laser citrus.",NUCLEAR_MATCH_V8
frevo,Meursault,Maison Leroy,2018,2790,750ml,White Wines,7,1,8,Silky,"Veal, Creamy Desserts","Leroy Meursault, refined 2018.",NUCLEAR_MATCH_V8
frevo,Châteauneuf-du-Pape Réserve,Château Rayas,2000,2770,750ml,Red Wines,7,6,7,"weightless, resolved, haunting","truffle dishes, poultry, game birds",Old Rayas in peak drinking; prioritize service and glassware.,NUCLEAR_MATCH_V8
joo ok,Batard-Montrachet Grand Cru,Pierre Yves Colin Morey,2021,2750,750ml,White Wine,9,1,7,Electric,"Oysters, Shellfish","Lean 2021 PYC: cool Burgundy precision, vibrant.",NUCLEAR_MATCH_V8
joo ok,Premier Grand Cru Classe,Chateau Margaux,2010,2750,750ml,Red Wine,8,8,8,Silky,"Pheasant, Mushrooms","2010 Margaux: fragrant, harmonious.",NUCLEAR_MATCH_V8
53,Brut Blanc de Blancs Grand Cru,Salon,2004,2700,750ml,Champagne & Sparkling Wines,8,1,7,Chalky,"Scallops, Poultry","Balanced structure; poised, complex Salon.",NUCLEAR_MATCH_V8
atomix,Unknown,Karthäuserhof,1985,2700,750ml,General,8,1,5,Chalky,"Fish, Light Fare","Mosel Sekt: Riesling elegance, fine bubbles.",NUCLEAR_MATCH_V8
cote,"Syrah, Alder Springs",PAX,2006,2700,9L,USA Red Wine,7,8,8,"firm, savory, ageworthy","grilled_steak, lamb, stew, hard_cheese","Old-school PAX; smoky, meaty, structured Syrah with Northern Rhône sensibility.",NUCLEAR_MATCH_V8
cote,"Syrah, Majik",PAX,2005,2700,9L,USA Red Wine,7,8,9,"brawny, dense, chewy","BBQ, short_ribs, game, fireplace_food","Early PAX; wild, powerful Syrah—smoke, tar, black olive and dark fruit.",NUCLEAR_MATCH_V8
jungsik,“Clos du Mesnil” Blanc de Blancs Brut,Krug,2002,2700,750ml,General,9,1,8,"laser-cut, chalky, crystalline","caviar, langoustine_carpaccio, sea_urchin",Grand cru Chardonnay in opera mode; piercing yet creamy.,NUCLEAR_MATCH_V8
babbo,Unknown,Borgogno,1947,2675,750ml,General,6,7,9,Velvety,"game, aged cheese","Legendary vintage, exotic spice evolution.",NUCLEAR_MATCH_V8
cote,"Brunello di Montalcino, Riserva",Biondi-Santi,2016,2650,1.5L,Italian Red Wine,9,9,8,"filigreed, tenacious, noble","dry_aged_beef, venison, truffle_dishes","Iconic Riserva; haunting aromatics, monumental yet weightless.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Montrachet Grand Cru,Marc Colin,2019,2629,750ml,White Burgundy,8,1,9,Oily,"Lobster, Truffles, Bresse Chicken","The pinnacle; massive, dense, and profound, combining power with infinite complexity.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Porusot"" Meursault 1er Cru",Roulot,2021,2600,750ml,General,8,1,6,"Razor-edged, mineral, understated richness","Crudo, Shellfish Light, Vegetables, Goat Cheese","Cool, vertical Meursault; more stones and citrus than butter.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Le Mesnil""",Salon,2013,2600,750ml,General,9,1,7,Electric,"Caviar, Sole","Salon 2013, laser-focused Mesnil.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Millesime""",Egly-Ouriet,2008,2600,750ml,General,8,2,8,"Powerful, creamy, expansive","foie_gras, lobster, roast_poultry",Mature 2008; still driven but richly autolytic and complex.,NUCLEAR_MATCH_V8
Huso,Pauillac,Château Lafite Rothschild,2005,2600,750ml,Red Wine,7,9,9,Velvety,"Beef, Truffles","Mature Lafite, harmonious classic.",NUCLEAR_MATCH_V8
Huso,‘Collection’,Krug,1995,2600,750ml,Champagne & Sparkling,7,2,9,"mature, creamy, layered, caressing mousse","lobster, langoustine, morels, poularde, aged_parmesan, tarte_tatin","Perfectly matured Collection: tertiary depth, seamless and contemplative.",NUCLEAR_MATCH_V8
Huso,‘Le Mesnil’ Blanc de Blancs Brut,Salon,2013,2600,750ml,Champagne & Sparkling,9,1,6,Electric,"Oysters, Truffles","2013 Salon, legendary precision.",NUCLEAR_MATCH_V8
jungsik,Millésime Extra Brut,Jacques Selosse,2009,2600,750ml,General,8,1,8,Creamy,"truffles, poultry","Mature vintage, oxidative complexity.",NUCLEAR_MATCH_V8
53,Brut Blanc de Blancs Grand Cru,Salon,2007,2590,750ml,Champagne & Sparkling Wines,8,1,7,Chalky,"Foie Gras, White Fish","Classic elegance; refined, harmonious Salon.",NUCLEAR_MATCH_V8
cote,Château Ausone,Château Ausone,2000,2580,750ml,French Red Wine,9,10,10,Silky,"Beef Wellington, Aged Cheese","Ausone 2000: Legendary structure, endless finish.",NUCLEAR_MATCH_V8
cote,Único,Vega-Sicilia,1996,2550,750ml,Spanish Red Wine,8,8,8,"savory, tertiary, seamless","roast suckling pig, mushroom dishes, braised lamb","Mature Único showing sous-bois, leather, fine cedar and lifted red fruit.",NUCLEAR_MATCH_V8
frevo,Bonnes-Mares Grand Cru,Domaine Comte Georges de Vogüé,2009,2550,750ml,Red Wines,7,8,8,"structured, satin, persistent","venison, lamb, truffle_dishes","Bonnes‑Mares in its prime; depth, spice, and real drive.",NUCLEAR_MATCH_V8
53,Brut Blanc de Blancs Grand Cru,Salon,2012,2538,750ml,Champagne & Sparkling Wines,8,1,6,Electric,"Crab, Sashimi","Challenging vintage; lean, vibrant Salon tension.",NUCLEAR_MATCH_V8
53,Corton-Charlemagne Grand Cru,Domaine Bonneau du Martray,2013,2519,750ml,White Wines,8,,8,"taut, chalky, slowly broadening","scallops, creamy_pasta","Classic, cool Bonneau; entering prime tertiary complexity.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,"Les Chaumes 1er Cru, Vosne-Romanée",Arnoux-Lachaux,2021,2500,750ml,Red Burgundy,9,6,6,"Slim, vibrant","Tuna, Vegetables","Classic cool, terroir-driven.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Saint-Emilion,Château Cheval Blanc,2010,2500,750ml,Bordeaux,8,9,9,Velvety,"Roast Lamb, Truffle Dishes","Legendary vintage, harmonious now.",NUCLEAR_MATCH_V8
53,Riesling Spätlese 'Scharzhofberger',Egon Muller,2020,2500,Large Format,Large Formats,9,1,6,Silky,"Foie Gras, Spicy Asian","Noble Riesling, botrytis elegance.",NUCLEAR_MATCH_V8
don angie,Cabernet Sauvignon,Harlan Estate,2017,2500,750ml,General,7,9,9,"opulent, fine-grained, seamless","wagyu, lamb, truffle dishes","Iconic cult Cabernet: intense cassis, tobacco and perfectly polished Napa tannins.",NUCLEAR_MATCH_V8
essential by christophe,Unknown,Mouton Rothschild,1989,2500,750ml,General,8,9,9,Silky,"Game, Truffles","Legendary mature First Growth, ethereal now.",NUCLEAR_MATCH_V8
gabriel kreuther,Chambertin Clos de Bèze Grand Cru,Bouchard,2007,2500,750ml,General,7,7,7,"Silky, resolved, sweet earth","Game Bird, Duck, Mushroom, Hard Cheese","Fully mature Clos de Bèze: spice, sous-bois, velvety structure.",NUCLEAR_MATCH_V8
Huso,‘Pucelles’,Domaine Leflaive,2022,2500,750ml,White Wine,9,1,8,Silky ripe,"Scallops, Poultry","Pucelles solar charm, Leflaive.",NUCLEAR_MATCH_V8
joo ok,Batard Montrachet Grand Cru,Domaine Leflaive,2019,2500,750ml,White Wine,9,1,9,Opulent,"Lobster Thermidor, Rich Cheeses","2019 Leflaive Batard: ripe, generous, harmonious.",NUCLEAR_MATCH_V8
jua,Gevrey-Chambertin 1er Cru “Clos St.Jacques”,DOMAINE ARMAND ROUSSEAU,2016,2500,750ml,Red,8,7,7,"silken, precise, mineral-driven","duck, pigeon, veal, mushroom",2016 delivers perfect Clos St Jacques poise—intense yet weightless.,NUCLEAR_MATCH_V8
jungsik,“La Côte Aux Enfants” Aÿ Grand Cru Brut,Bollinger,2013,2500,750ml,General,8,3,8,"powerful, chalky, expansive","duck, tuna, mushroom dishes",Aÿ Grand Cru muscle: red-fruited depth with mineral drive.,NUCLEAR_MATCH_V8
jungsik,Unknown,Maison Leroy,1982,2500,750ml,General,7,7,8,Fleshy and evolved,"Roast chicken, Truffled potatoes",Legendary mature; tertiary depth shines.,NUCLEAR_MATCH_V8
frevo,Château Ausone,Château Ausone,1998,2460,750ml,Red Wines,7,8,8,"silky, chalky, layered","fine_dining, red_meat, lamb, truffle","Right Bank grand vin; lifted, mineral, still remarkably youthful.",NUCLEAR_MATCH_V8
frevo,Châteauneuf-du-Pape Réserve,Château Rayas,2004,2450,750ml,Red Wines,7,6,7,"silken, mature, ethereal","poultry, mushroom dishes, soft cheese",Classic mature Rayas; savor now for tertiary nuance.,NUCLEAR_MATCH_V8
4 Charles Prime Rib,Pauillac,Château Lafite Rothschild,1986,2400,750ml,Bordeaux,9,9,9,Powerful concentration,"Steak, Aged Beef","1986 powerhouse: firm tannins, longevity.",NUCLEAR_MATCH_V8
babbo,Unknown,Giuseppe Mascarello,1961,2400,750ml,General,7,9,8,"Chewy, profound","Wagyu, Foie gras","Iconic 1961, complex and eternal.",NUCLEAR_MATCH_V8
cote,Pira,Roagna,2010,2400,3L,Italian Red Wine,7,9,9,"Dense, evolved","beef Wellington, blue cheese","2010: mature, complex layers unfolding.",NUCLEAR_MATCH_V8
gramercy tavern,Unknown,Stella di Campalto,2018,2400,750ml,General,8,6,7,"silky, savory, ethereal","poultry, pork, mushroom_risotto, aged_cheese","Burgundian Brunello; lifted red fruit, fine tannins, haunting length.",NUCLEAR_MATCH_V8
Huso,1er Cru ‘Aux Malconsorts’,Sylvain Cathiard,2023,2400,750ml,Red Wine,9,7,7,perfumed,"duck, mushrooms","Charming, pure fruit with freshness.",NUCLEAR_MATCH_V8
Huso,1er Cru ‘Aux Brulées’,Méo-Camuzet,2023,2400,750ml,Red Wine,9,7,7,saline,"lamb, mushrooms","Pure, thirst-quenching finish.",NUCLEAR_MATCH_V8
jungsik,Unknown,Bérêche & Fils,NV,2400,Magnum,General,8,,6,"chalky, energetic, detailed","Oysters, Tartare",Reference NV grower Champagne: crystalline fruit and chalky backbone.,NUCLEAR_MATCH_V8
jungsik,“Cristal Vinotheque” Brut,Louis Roederer,2000,2400,750ml,General,8,1,9,"deep, vinous, creamy_biscuity","lobster_thermidor, bresse_chicken, aged_comté","Vinotheque magnifies 2000’s charm into layered, savoury complexity.",NUCLEAR_MATCH_V8
babbo,Unknown,Soldera,1992,2375,750ml,General,8,9,8,Velvety,"Steak, Truffle Pasta","Legendary Brunello, profound.",NUCLEAR_MATCH_V8
4 Charles Prime Rib,Bienvenue-Batard-Montrachet Grand Cru,Domaine Leflaive,2021,2355,750ml,White Burgundy,8,1,8,Silky,"Sole, Scallops, Delicate Fish","Ethereal Grand Cru; Bienvenue is about finesse, floral aromatics, and seamless texture.",NUCLEAR_MATCH_V8
essential by christophe,Volnay 1er Cru ‘Clos des Ducs’,Marquis d'Angerville,2022,2350,Magnum,General,9,7,8,Ripe,"Duck, Truffles","Solar Burgundy, plush Volnay finesse.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Le Pavillon"" Hermitage",Chapoutier,1992,2350,750ml,General,7,9,9,Dense,"Lamb, Venison","1992 Hermitage: Powerful, evolved classic.",NUCLEAR_MATCH_V8
gabriel kreuther,Unknown,Biondi Santi,1997,2350,750ml,General,8,9,9,Tar depth,"Hazelnut risotto, Hard cheeses","Excellent Barolo vintage, floral power.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Clos du Mesnil"" Reims",Krug,2006,2350,750ml,General,9,1,6,Electric,"truffles, aged cheeses","Legendary Chardonnay, intense minerality.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Le Mesnil""",Salon,2012,2350,750ml,General,9,1,7,Electric,"Lobster, Turbot","Iconic Salon 2012, timeless finesse.",NUCLEAR_MATCH_V8
joo ok,Unico,Vega Sicilia,2004,2350,750ml,Red Wine,7,9,9,"dense, regal, velvety","venison, braised beef, hard sheep’s cheese","Solar, powerful Único vintage; dark fruit, cedar and immense aging capacity.",NUCLEAR_MATCH_V8
53,'IX Estate',Colgin,2014,2308,750ml,Red Wines,7,8,8,"satiny, savory, coiled","cult_napa, short_ribs, decant, serious_collectors","Cooler, structured vintage; violet, olive, graphite, still gaining complexity.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Clos des Goisses LV"" Mareuil-sur-Aÿ",Philipponnat,1993,2300,750ml,General,8,2,8,Evolved,"game, truffled pasta","Complex, tertiary elegance shines.",NUCLEAR_MATCH_V8
gabriel kreuther,"""Clos des Goisses LV"" Mareuil-sur-Aÿ",Philipponnat,1992,2300,750ml,General,8,2,7,Firm,"roast duck, wild mushrooms","Youthful power, long-term potential.",NUCLEAR_MATCH_V8
